Date,Open,High,Low,Close,Volume
28/08/2025 15:30:00,1529.6,1529.6,1498,1500.1,5443364
29/08/2025 15:30:00,1501.9,1501.9,1467.7,1469.6,8169075
01/09/2025 15:30:00,1476.7,1503.4,1476.2,1499.4,4546057
02/09/2025 15:30:00,1499.4,1512.8,1486.3,1498.7,5218763
03/09/2025 15:30:00,1500,1501.9,1473,1479.1,4623483
04/09/2025 15:30:00,1484,1484,1460.1,1463,5787724
05/09/2025 15:30:00,1470,1472.7,1433,1444.6,5466487
08/09/2025 15:30:00,1451,1458,1428.3,1432.9,3811567
09/09/2025 15:30:00,1481,1507.2,1472.5,1504.3,13072640
10/09/2025 15:30:00,1510.1,1534.9,1509.3,1532.6,7281071
11/09/2025 15:30:00,1523.9,1527.5,1506.5,1509.7,8003662
12/09/2025 15:30:00,1537,1542.9,1521.1,1525.6,12856963
15/09/2025 15:30:00,1525.6,1527.5,1501.2,1508.4,6167414
16/09/2025 15:30:00,1508.4,1514,1503.5,1511.3,8923112
17/09/2025 15:30:00,1516.9,1526.7,1514,1522.4,4795698
18/09/2025 15:30:00,1550,1555,1538.5,1540.6,9331945
19/09/2025 15:30:00,1544.6,1551.3,1520.1,1540.2,12988129
22/09/2025 15:30:00,1482.7,1514.7,1482,1499.5,15655204
23/09/2025 15:30:00,1493,1513,1493,1497.5,9832164
24/09/2025 15:30:00,1487.2,1496.7,1482.7,1494.6,4937004
25/09/2025 15:30:00,1489,1502.7,1476.5,1484.8,9491867
26/09/2025 15:30:00,1475,1478.7,1441.2,1448.9,8597058
29/09/2025 15:30:00,1460,1465,1436.5,1441.8,10513117
30/09/2025 15:30:00,1443,1452.2,1438.1,1441.8,7556305
01/10/2025 15:30:00,1446,1449.5,1427.4,1445.8,6250692
03/10/2025 15:30:00,1439,1448.3,1433.2,1446.6,6877533
06/10/2025 15:30:00,1446.6,1478.8,1442.3,1476,4630590
07/10/2025 15:30:00,1477.7,1482.9,1454,1458.5,5570320
08/10/2025 15:30:00,1457,1498,1455,1495,4657192
09/10/2025 15:30:00,1502,1514,1487,1509.3,7028753
10/10/2025 15:30:00,1510,1521.7,1498.8,1514.9,3738353
13/10/2025 15:30:00,1497,1504.7,1483.4,1493.2,5859355
14/10/2025 15:30:00,1499,1514.4,1486.5,1489.9,5600789
15/10/2025 15:30:00,1483.9,1488.6,1467.5,1474.4,6986098
16/10/2025 15:30:00,1473.9,1474.5,1460.5,1471.5,8005748
17/10/2025 15:30:00,1454.9,1458.4,1434,1441.1,16959378
20/10/2025 15:30:00,1453.7,1467,1450,1460.9,6994246
21/10/2025 15:30:00,1478,1486,1470,1472.4,1698704
23/10/2025 15:30:00,1510,1546,1506,1528.5,20358624
24/10/2025 15:30:00,1539.5,1543,1518,1525.4,8652257
27/10/2025 15:30:00,1510,1515.3,1498.1,1504.5,7273211
28/10/2025 15:30:00,1499.7,1506.5,1490.5,1500.2,8211019
29/10/2025 15:30:00,1500.2,1520.2,1496.9,1510.4,4884976
30/10/2025 15:30:00,1507,1508.2,1489.1,1493.8,5608867
31/10/2025 15:30:00,1490,1497.1,1480.7,1482.3,4819814
03/11/2025 15:30:00,1482.3,1491.4,1474.2,1485.5,5470600
04/11/2025 15:30:00,1479.7,1481.9,1462.9,1467.9,8691330
06/11/2025 15:30:00,1478.6,1483,1461.9,1466.7,7944752
07/11/2025 15:30:00,1470,1480.9,1449.1,1476.8,8765759
10/11/2025 15:30:00,1490.1,1520,1490,1513.5,9787975
11/11/2025 15:30:00,1525,1533.4,1511.1,1530.3,13692989
12/11/2025 15:30:00,1540,1559.2,1538.1,1551.7,14635417
13/11/2025 15:30:00,1557.1,1557.5,1530.3,1541.8,19655689
14/11/2025 15:30:00,1520,1530,1488.8,1502.8,9739549
17/11/2025 15:30:00,1496,1510.2,1492.5,1507.6,7910354
18/11/2025 15:30:00,1506,1506,1483.2,1486.4,7525119
19/11/2025 15:30:00,1490.5,1543,1490.5,1541.1,10981126
20/11/2025 15:30:00,1555,1555,1534,1536.5,7387584
21/11/2025 15:30:00,1531,1551.5,1526.3,1545,9186302
24/11/2025 15:30:00,1563.6,1585,1541,1548,19270381
25/11/2025 15:30:00,1549,1550.6,1525.9,1530.6,8107952
26/11/2025 15:30:00,1532.1,1560.3,1532.1,1557.9,7575038
27/11/2025 15:30:00,1564,1574.3,1552.2,1566.4,7552252
28/11/2025 15:30:00,1565,1568.4,1557,1560.1,4453221
01/12/2025 15:30:00,1562.5,1574,1556,1564,5341800
02/12/2025 15:30:00,1567,1579.9,1556.1,1561,6335969
03/12/2025 15:30:00,1555.1,1586,1554.1,1578.7,12895312
04/12/2025 15:30:00,1568,1599,1568,1597.6,12609619
05/12/2025 15:30:00,1610,1631.8,1600,1616.2,10344725
08/12/2025 15:30:00,1617.1,1630,1600.2,1610.8,7550413
09/12/2025 15:30:00,1601.2,1606.9,1582.4,1599,6957599
10/12/2025 15:30:00,1608,1608,1582.8,1584.8,5116140
11/12/2025 15:30:00,1598,1607.4,1580.5,1598,5159319
12/12/2025 15:30:00,1601.4,1601.8,1582.6,1598.2,4633912
15/12/2025 15:30:00,1585,1610.8,1585,1606.8,4190558
16/12/2025 15:30:00,1600,1603,1585.6,1592.9,5499258
17/12/2025 15:30:00,1587.2,1606.9,1586,1602,4817628
18/12/2025 15:30:00,1610.5,1630,1606.7,1626.8,6577293
19/12/2025 15:30:00,1650,1654.9,1629.8,1638.7,13149023
22/12/2025 15:30:00,1664,1693.2,1664,1689.6,23098923
23/12/2025 15:30:00,1679,1679,1656.4,1668.3,6593060
24/12/2025 15:30:00,1661,1667.6,1652.5,1663.4,4271167
26/12/2025 15:30:00,1663.4,1668.8,1651.7,1656.1,2006491
29/12/2025 15:30:00,1658,1673.1,1637.1,1644.7,4062817
30/12/2025 15:30:00,1647,1647.9,1616.8,1621.6,9395937
31/12/2025 15:30:00,1621,1628.6,1609.2,1615.4,6538656
01/01/2026 15:30:00,1615.4,1639.6,1614.1,1629.8,3658165
02/01/2026 15:30:00,1635.9,1643.5,1627.5,1640.4,2524526
05/01/2026 15:30:00,1637,1637,1583.1,1606.4,5917885
06/01/2026 15:30:00,1600.1,1619.9,1599,1612.2,4466729
07/01/2026 15:30:00,1615,1642,1615,1639,4508079
08/01/2026 15:30:00,1638.9,1644.3,1608.6,1613.3,3942131
09/01/2026 15:30:00,1610,1631.3,1607,1614.1,6816681
12/01/2026 15:30:00,1610.1,1613.3,1592.6,1595.9,6985362
13/01/2026 15:30:00,1618,1618,1586.4,1599,8080618
14/01/2026 15:30:00,1588,1617,1583.1,1599.8,7557157
16/01/2026 15:30:00,1663.7,1694,1653.4,1689.8,19335957
19/01/2026 15:30:00,1685,1685,1666.5,1681.2,5104958
20/01/2026 15:30:00,1673,1680.2,1652.9,1658.9,6406503
21/01/2026 15:30:00,1651,1657,1631.2,1654.4,6224582
22/01/2026 15:30:00,1666,1671.2,1653.8,1663.5,6228892
23/01/2026 15:30:00,1667.2,1675.7,1662.2,1670.8,5869137
27/01/2026 15:30:00,1685.8,1689.4,1661.1,1682.7,10673087
28/01/2026 15:30:00,1680,1688.8,1650,1666.5,8588664
29/01/2026 15:30:00,1658,1666.5,1642.1,1659.5,4749582
30/01/2026 15:30:00,1655,1655,1618.1,1641,9207926
02/02/2026 15:30:00,1662,1662,1618,1629.4,6784887
03/02/2026 15:30:00,1727.2,1728,1653,1656,8805868
04/02/2026 15:30:00,1574,1584.9,1510.1,1535.8,28828622
05/02/2026 15:30:00,1534,1551,1515.7,1520.2,10628127
06/02/2026 15:30:00,1522.1,1525,1480,1507.1,13900866
09/02/2026 15:30:00,1522.1,1528,1493,1497.2,8294615
10/02/2026 15:30:00,1500,1515.9,1491,1497.8,8657000
11/02/2026 15:30:00,1501.2,1505.9,1469,1471.9,7934411
12/02/2026 15:30:00,1428.9,1435.7,1380.5,1386,26048896
13/02/2026 15:30:00,1293.9,1377.3,1281.5,1369.1,45785709
16/02/2026 15:30:00,1373.7,1376,1338.3,1365.6,14621891
17/02/2026 15:30:00,1370,1431,1367,1391.2,25347684
18/02/2026 15:30:00,1390.9,1401,1345.3,1373.7,20241373
19/02/2026 15:30:00,1385,1402,1363.2,1370.5,14574228
20/02/2026 15:30:00,1359.2,1365,1338.2,1353.2,12633552
23/02/2026 15:30:00,1352,1352,1318,1327.5,12887826
24/02/2026 15:30:00,1301,1303.6,1264.1,1275.5,27839061
25/02/2026 15:30:00,1286.2,1323.6,1286.2,1290.1,16669618
26/02/2026 15:30:00,1305.5,1314,1286.3,1289.1,11493914
27/02/2026 15:30:00,1326.3,1335,1294.2,1300.1,23141724
02/03/2026 15:30:00,1291,1298.8,1273,1288.9,9700361
04/03/2026 15:30:00,1292,1317,1292,1306.1,15154950
05/03/2026 15:30:00,1320,1320,1290.1,1305.8,10362147
06/03/2026 15:30:00,1303,1327.2,1303,1308.4,8724291
09/03/2026 15:30:00,1290,1318,1282.5,1315,10068514
10/03/2026 15:30:00,1320,1321,1284.1,1295.6,9600171
11/03/2026 15:30:00,1288,1299.5,1271.3,1276.3,7868891
12/03/2026 15:30:00,1272.5,1278.6,1258,1265.8,7599940
13/03/2026 15:30:00,1251,1269.6,1242.6,1248.3,7366098
16/03/2026 15:30:00,1240.2,1254.3,1224.2,1249.8,12314450
17/03/2026 15:30:00,1245,1245,1215.1,1232.9,11223276
18/03/2026 15:30:00,1238,1290.8,1234.9,1267.1,12365381
19/03/2026 15:30:00,1244.2,1255,1215.1,1220.8,9156461
20/03/2026 15:30:00,1242,1264.8,1229.2,1255.9,27299975
